producto,year,month,day,precio_min,precio_max,precio_mean,date
PAPA CANCHAN,2022,6,25,1.4,1.8,1.58,2022-06-25
PAPA BLANCA/VALLE/OTROS,2022,6,26,1.3,1.8,1.6,2022-06-26
PAPA COLOR/VALLE/OTROS,2022,6,26,1.4,2.0,1.68,2022-06-26
PAPA NEGRA ANDINA,2022,6,26,1.4,2.0,1.68,2022-06-26
PAPA YUNGAY,2022,6,26,1.5,2.0,1.73,2022-06-26
PAPA UNICA,2022,6,26,1.4,2.0,1.68,2022-06-26
PAPA CANCHAN,2022,6,26,1.4,1.8,1.58,2022-06-26
PAPA BLANCA/VALLE/OTROS,2022,6,27,1.5,2.2,1.85,2022-06-27
PAPA COLOR/VALLE/OTROS,2022,6,27,1.7,2.0,1.85,2022-06-27
PAPA NEGRA ANDINA,2022,6,27,1.5,2.0,1.73,2022-06-27
PAPA YUNGAY,2022,6,27,1.6,2.0,1.78,2022-06-27
PAPA UNICA,2022,6,27,1.5,2.0,1.73,2022-06-27
PAPA CANCHAN,2022,6,27,1.5,2.0,1.73,2022-06-27
PAPA BLANCA/VALLE/OTROS,2022,6,28,1.5,2.0,1.78,2022-06-28
PAPA COLOR/VALLE/OTROS,2022,6,28,1.7,2.0,1.85,2022-06-28
PAPA NEGRA ANDINA,2022,6,28,1.5,2.0,1.73,2022-06-28
PAPA YUNGAY,2022,6,28,1.6,1.9,1.75,2022-06-28
PAPA UNICA,2022,6,28,1.5,2.0,1.73,2022-06-28
PAPA CANCHAN,2022,6,28,1.5,2.0,1.73,2022-06-28
PAPA BLANCA/VALLE/OTROS,2022,6,29,1.5,2.0,1.78,2022-06-29
PAPA COLOR/VALLE/OTROS,2022,6,29,1.7,2.0,1.85,2022-06-29
PAPA NEGRA ANDINA,2022,6,29,1.5,2.0,1.73,2022-06-29
PAPA YUNGAY,2022,6,29,1.6,1.9,1.75,2022-06-29
PAPA UNICA,2022,6,29,1.5,2.0,1.73,2022-06-29
PAPA CANCHAN,2022,6,29,1.5,2.0,1.73,2022-06-29
PAPA BLANCA/VALLE/OTROS,2022,6,30,1.5,1.9,1.73,2022-06-30
PAPA COLOR/VALLE/OTROS,2022,6,30,1.7,2.0,1.85,2022-06-30
PAPA NEGRA ANDINA,2022,6,30,1.5,1.8,1.65,2022-06-30
PAPA YUNGAY,2022,6,30,1.5,1.8,1.65,2022-06-30
PAPA UNICA,2022,6,30,1.5,1.8,1.65,2022-06-30
PAPA CANCHAN,2022,6,30,1.5,1.8,1.65,2022-06-30
PAPA BLANCA/VALLE/OTROS,2022,7,1,1.5,1.9,1.73,2022-07-01
PAPA COLOR/VALLE/OTROS,2022,7,1,1.7,2.0,1.85,2022-07-01
PAPA NEGRA ANDINA,2022,7,1,1.5,1.8,1.65,2022-07-01
PAPA YUNGAY,2022,7,1,1.5,1.8,1.65,2022-07-01
PAPA UNICA,2022,7,1,1.5,1.8,1.65,2022-07-01
PAPA CANCHAN,2022,7,1,1.5,1.8,1.65,2022-07-01
PAPA BLANCA/VALLE/OTROS,2022,7,2,1.45,1.7,1.56,2022-07-02
PAPA COLOR/VALLE/OTROS,2022,7,2,1.4,1.8,1.6,2022-07-02
PAPA NEGRA ANDINA,2022,7,2,1.5,1.8,1.65,2022-07-02
PAPA YUNGAY,2022,7,2,1.45,1.7,1.56,2022-07-02
PAPA UNICA,2022,7,2,1.5,1.8,1.65,2022-07-02
PAPA CANCHAN,2022,7,2,1.4,1.7,1.55,2022-07-02
PAPA BLANCA/VALLE/OTROS,2022,7,3,1.45,1.7,1.56,2022-07-03
PAPA COLOR/VALLE/OTROS,2022,7,3,1.4,1.8,1.6,2022-07-03
PAPA NEGRA ANDINA,2022,7,3,1.5,1.8,1.65,2022-07-03
PAPA YUNGAY,2022,7,3,1.45,1.7,1.56,2022-07-03
PAPA UNICA,2022,7,3,1.5,1.8,1.65,2022-07-03
PAPA CANCHAN,2022,7,3,1.4,1.7,1.55,2022-07-03
PAPA BLANCA/VALLE/OTROS,2022,7,4,1.45,1.7,1.56,2022-07-04
PAPA COLOR/VALLE/OTROS,2022,7,4,1.4,1.8,1.6,2022-07-04
PAPA NEGRA ANDINA,2022,7,4,1.5,1.8,1.65,2022-07-04
PAPA YUNGAY,2022,7,4,1.45,1.7,1.56,2022-07-04
PAPA UNICA,2022,7,4,1.5,1.9,1.73,2022-07-04
PAPA CANCHAN,2022,7,4,1.4,1.7,1.55,2022-07-04
PAPA BLANCA/VALLE/OTROS,2022,7,5,1.45,1.7,1.56,2022-07-05
PAPA COLOR/VALLE/OTROS,2022,7,5,1.2,1.9,1.63,2022-07-05
PAPA NEGRA ANDINA,2022,7,5,1.7,2.0,1.85,2022-07-05
PAPA YUNGAY,2022,7,5,1.45,1.7,1.56,2022-07-05
PAPA UNICA,2022,7,5,1.7,1.9,1.81,2022-07-05
PAPA CANCHAN,2022,7,5,1.2,1.7,1.48,2022-07-05
PAPA BLANCA/VALLE/OTROS,2022,7,6,1.45,1.7,1.56,2022-07-06
PAPA COLOR/VALLE/OTROS,2022,7,6,1.2,1.9,1.63,2022-07-06
PAPA NEGRA ANDINA,2022,7,6,1.7,2.0,1.85,2022-07-06
PAPA YUNGAY,2022,7,6,1.45,1.7,1.56,2022-07-06
PAPA UNICA,2022,7,6,1.7,1.9,1.81,2022-07-06
PAPA CANCHAN,2022,7,6,1.2,1.7,1.48,2022-07-06
PAPA BLANCA/VALLE/OTROS,2022,7,7,1.3,1.7,1.53,2022-07-07
PAPA COLOR/VALLE/OTROS,2022,7,7,1.2,1.8,1.59,2022-07-07
PAPA NEGRA ANDINA,2022,7,7,1.9,2.1,2.0,2022-07-07
PAPA YUNGAY,2022,7,7,1.3,1.7,1.53,2022-07-07
PAPA UNICA,2022,7,7,1.65,1.8,1.73,2022-07-07
PAPA CANCHAN,2022,7,7,1.2,1.7,1.48,2022-07-07
PAPA BLANCA/VALLE/OTROS,2022,7,8,1.3,1.7,1.53,2022-07-08
PAPA COLOR/VALLE/OTROS,2022,7,8,1.2,1.8,1.59,2022-07-08
PAPA NEGRA ANDINA,2022,7,8,1.9,2.1,2.0,2022-07-08
PAPA YUNGAY,2022,7,8,1.3,1.7,1.53,2022-07-08
PAPA UNICA,2022,7,8,1.65,1.8,1.73,2022-07-08
PAPA CANCHAN,2022,7,8,1.2,1.7,1.48,2022-07-08
PAPA BLANCA/VALLE/OTROS,2022,7,9,1.3,1.7,1.53,2022-07-09
PAPA COLOR/VALLE/OTROS,2022,7,9,1.2,1.8,1.58,2022-07-09
PAPA NEGRA ANDINA,2022,7,9,1.9,2.1,2.0,2022-07-09
PAPA YUNGAY,2022,7,9,1.3,1.7,1.53,2022-07-09
PAPA UNICA,2022,7,9,1.6,1.8,1.71,2022-07-09
PAPA CANCHAN,2022,7,9,1.2,1.7,1.48,2022-07-09
PAPA BLANCA/VALLE/OTROS,2022,7,10,1.3,1.7,1.53,2022-07-10
PAPA COLOR/VALLE/OTROS,2022,7,10,1.2,1.8,1.58,2022-07-10
PAPA NEGRA ANDINA,2022,7,10,1.9,2.1,2.0,2022-07-10
PAPA YUNGAY,2022,7,10,1.3,1.7,1.53,2022-07-10
PAPA UNICA,2022,7,10,1.6,1.8,1.71,2022-07-10
PAPA CANCHAN,2022,7,10,1.2,1.7,1.48,2022-07-10
PAPA BLANCA/VALLE/OTROS,2022,7,11,1.3,1.7,1.53,2022-07-11
PAPA COLOR/VALLE/OTROS,2022,7,11,1.2,1.8,1.58,2022-07-11
PAPA NEGRA ANDINA,2022,7,11,1.9,2.1,2.0,2022-07-11
PAPA YUNGAY,2022,7,11,1.3,1.7,1.53,2022-07-11
PAPA UNICA,2022,7,11,1.4,1.7,1.58,2022-07-11
PAPA CANCHAN,2022,7,11,1.2,1.7,1.48,2022-07-11
PAPA BLANCA/VALLE/OTROS,2022,7,12,1.3,1.7,1.53,2022-07-12
PAPA COLOR/VALLE/OTROS,2022,7,12,1.3,1.8,1.6,2022-07-12
PAPA NEGRA ANDINA,2022,7,12,1.8,2.1,1.95,2022-07-12
PAPA YUNGAY,2022,7,12,1.3,1.8,1.55,2022-07-12
PAPA UNICA,2022,7,12,1.4,1.7,1.55,2022-07-12
PAPA CANCHAN,2022,7,12,1.3,1.7,1.5,2022-07-12
PAPA BLANCA/VALLE/OTROS,2022,7,13,1.3,1.7,1.53,2022-07-13
PAPA COLOR/VALLE/OTROS,2022,7,13,1.3,1.8,1.6,2022-07-13
PAPA NEGRA ANDINA,2022,7,13,1.8,2.1,1.95,2022-07-13
PAPA YUNGAY,2022,7,13,1.3,1.8,1.55,2022-07-13
PAPA UNICA,2022,7,13,1.4,1.8,1.58,2022-07-13
PAPA CANCHAN,2022,7,13,1.3,1.7,1.5,2022-07-13
PAPA BLANCA/VALLE/OTROS,2022,7,14,1.3,1.7,1.53,2022-07-14
PAPA COLOR/VALLE/OTROS,2022,7,14,1.3,1.8,1.6,2022-07-14
PAPA NEGRA ANDINA,2022,7,14,1.7,2.1,1.93,2022-07-14
PAPA YUNGAY,2022,7,14,1.4,1.8,1.58,2022-07-14
PAPA UNICA,2022,7,14,1.4,1.8,1.58,2022-07-14
PAPA CANCHAN,2022,7,14,1.3,1.8,1.53,2022-07-14
PAPA BLANCA/VALLE/OTROS,2022,7,15,1.3,1.7,1.53,2022-07-15
PAPA COLOR/VALLE/OTROS,2022,7,15,1.4,1.8,1.63,2022-07-15
PAPA NEGRA ANDINA,2022,7,15,1.7,2.1,1.93,2022-07-15
PAPA YUNGAY,2022,7,15,1.4,1.8,1.58,2022-07-15
PAPA UNICA,2022,7,15,1.4,1.8,1.58,2022-07-15
PAPA CANCHAN,2022,7,15,1.3,1.8,1.53,2022-07-15
PAPA BLANCA/VALLE/OTROS,2022,7,16,1.3,1.8,1.55,2022-07-16
PAPA COLOR/VALLE/OTROS,2022,7,16,1.4,1.8,1.63,2022-07-16
PAPA NEGRA ANDINA,2022,7,16,1.7,2.1,1.93,2022-07-16
PAPA YUNGAY,2022,7,16,1.4,1.8,1.58,2022-07-16
PAPA UNICA,2022,7,16,1.4,1.8,1.58,2022-07-16
PAPA CANCHAN,2022,7,16,1.3,1.8,1.53,2022-07-16
PAPA BLANCA/VALLE/OTROS,2022,7,17,1.3,1.8,1.55,2022-07-17
PAPA COLOR/VALLE/OTROS,2022,7,17,1.4,1.8,1.63,2022-07-17
PAPA NEGRA ANDINA,2022,7,17,1.7,2.1,1.93,2022-07-17
PAPA YUNGAY,2022,7,17,1.4,1.8,1.58,2022-07-17
PAPA UNICA,2022,7,17,1.4,1.8,1.58,2022-07-17
PAPA CANCHAN,2022,7,17,1.3,1.8,1.53,2022-07-17
PAPA BLANCA/VALLE/OTROS,2022,7,18,1.3,1.8,1.55,2022-07-18
PAPA COLOR/VALLE/OTROS,2022,7,18,1.5,1.8,1.65,2022-07-18
PAPA NEGRA ANDINA,2022,7,18,1.7,2.1,1.93,2022-07-18
PAPA YUNGAY,2022,7,18,1.4,1.8,1.58,2022-07-18
PAPA UNICA,2022,7,18,1.4,1.8,1.6,2022-07-18
PAPA CANCHAN,2022,7,18,1.35,1.8,1.54,2022-07-18
PAPA BLANCA/VALLE/OTROS,2022,7,19,1.3,1.8,1.55,2022-07-19
PAPA COLOR/VALLE/OTROS,2022,7,19,1.5,1.8,1.65,2022-07-19
PAPA NEGRA ANDINA,2022,7,19,1.7,2.1,1.93,2022-07-19
PAPA YUNGAY,2022,7,19,1.4,1.8,1.58,2022-07-19
PAPA UNICA,2022,7,19,1.4,1.8,1.6,2022-07-19
PAPA CANCHAN,2022,7,19,1.4,1.8,1.58,2022-07-19
PAPA BLANCA/VALLE/OTROS,2022,7,20,1.3,1.8,1.55,2022-07-20
PAPA COLOR/VALLE/OTROS,2022,7,20,1.5,1.8,1.65,2022-07-20
PAPA NEGRA ANDINA,2022,7,20,1.8,2.1,1.95,2022-07-20
PAPA YUNGAY,2022,7,20,1.4,1.8,1.58,2022-07-20
PAPA UNICA,2022,7,20,1.4,1.8,1.6,2022-07-20
PAPA CANCHAN,2022,7,20,1.4,1.8,1.6,2022-07-20
PAPA BLANCA/VALLE/OTROS,2022,7,21,1.3,1.8,1.55,2022-07-21
PAPA COLOR/VALLE/OTROS,2022,7,21,1.5,1.8,1.65,2022-07-21
PAPA NEGRA ANDINA,2022,7,21,1.8,2.1,1.95,2022-07-21
PAPA YUNGAY,2022,7,21,1.4,1.8,1.58,2022-07-21
PAPA UNICA,2022,7,21,1.4,1.8,1.6,2022-07-21
PAPA CANCHAN,2022,7,21,1.4,1.8,1.6,2022-07-21
PAPA BLANCA/VALLE/OTROS,2022,7,22,1.4,1.8,1.58,2022-07-22
PAPA COLOR/VALLE/OTROS,2022,7,22,1.5,1.8,1.65,2022-07-22
PAPA NEGRA ANDINA,2022,7,22,1.8,2.1,1.95,2022-07-22
PAPA YUNGAY,2022,7,22,1.45,1.8,1.61,2022-07-22
PAPA UNICA,2022,7,22,1.5,1.8,1.65,2022-07-22
PAPA CANCHAN,2022,7,22,1.4,1.8,1.63,2022-07-22
PAPA BLANCA/VALLE/OTROS,2022,7,23,1.4,1.8,1.58,2022-07-23
PAPA COLOR/VALLE/OTROS,2022,7,23,1.5,1.8,1.65,2022-07-23
PAPA NEGRA ANDINA,2022,7,23,1.8,2.1,1.95,2022-07-23
PAPA YUNGAY,2022,7,23,1.45,1.8,1.61,2022-07-23
PAPA UNICA,2022,7,23,1.5,1.8,1.65,2022-07-23
PAPA CANCHAN,2022,7,23,1.4,1.8,1.63,2022-07-23
PAPA BLANCA/VALLE/OTROS,2022,7,24,1.4,1.8,1.58,2022-07-24
PAPA COLOR/VALLE/OTROS,2022,7,24,1.5,1.8,1.65,2022-07-24
PAPA NEGRA ANDINA,2022,7,24,1.8,2.1,1.95,2022-07-24
PAPA YUNGAY,2022,7,24,1.45,1.8,1.61,2022-07-24
PAPA UNICA,2022,7,24,1.5,1.8,1.65,2022-07-24
PAPA CANCHAN,2022,7,24,1.4,1.8,1.63,2022-07-24
PAPA BLANCA/VALLE/OTROS,2022,7,25,1.4,1.8,1.58,2022-07-25
PAPA COLOR/VALLE/OTROS,2022,7,25,1.5,1.8,1.65,2022-07-25
PAPA NEGRA ANDINA,2022,7,25,1.8,2.1,1.95,2022-07-25
PAPA YUNGAY,2022,7,25,1.4,1.8,1.6,2022-07-25
PAPA UNICA,2022,7,25,1.5,1.8,1.65,2022-07-25
PAPA CANCHAN,2022,7,25,1.4,1.8,1.63,2022-07-25
PAPA BLANCA/VALLE/OTROS,2022,7,26,1.4,1.8,1.58,2022-07-26
PAPA COLOR/VALLE/OTROS,2022,7,26,1.5,1.8,1.65,2022-07-26
PAPA NEGRA ANDINA,2022,7,26,1.8,2.1,1.95,2022-07-26
PAPA YUNGAY,2022,7,26,1.4,1.8,1.6,2022-07-26
PAPA UNICA,2022,7,26,1.5,1.8,1.65,2022-07-26
PAPA CANCHAN,2022,7,26,1.4,1.9,1.65,2022-07-26
PAPA BLANCA/VALLE/OTROS,2022,7,27,1.4,2.0,1.68,2022-07-27
PAPA COLOR/VALLE/OTROS,2022,7,27,1.5,1.9,1.68,2022-07-27
PAPA NEGRA ANDINA,2022,7,27,1.8,2.2,1.98,2022-07-27
PAPA YUNGAY,2022,7,27,1.4,1.9,1.63,2022-07-27
PAPA UNICA,2022,7,27,1.5,1.8,1.65,2022-07-27
PAPA CANCHAN,2022,7,27,1.4,2.0,1.68,2022-07-27
PAPA BLANCA/VALLE/OTROS,2022,7,28,1.4,2.0,1.68,2022-07-28
PAPA COLOR/VALLE/OTROS,2022,7,28,1.5,1.9,1.68,2022-07-28
PAPA NEGRA ANDINA,2022,7,28,1.8,2.2,1.98,2022-07-28
PAPA YUNGAY,2022,7,28,1.4,1.9,1.63,2022-07-28
PAPA UNICA,2022,7,28,1.5,1.8,1.65,2022-07-28
PAPA CANCHAN,2022,7,28,1.4,2.0,1.7,2022-07-28
PAPA BLANCA/VALLE/OTROS,2022,7,29,1.4,2.0,1.68,2022-07-29
PAPA COLOR/VALLE/OTROS,2022,7,29,1.5,1.9,1.68,2022-07-29
PAPA NEGRA ANDINA,2022,7,29,1.8,2.2,1.98,2022-07-29
PAPA YUNGAY,2022,7,29,1.4,1.9,1.63,2022-07-29
PAPA UNICA,2022,7,29,1.5,1.8,1.65,2022-07-29
PAPA CANCHAN,2022,7,29,1.4,2.0,1.68,2022-07-29
PAPA BLANCA/VALLE/OTROS,2022,7,30,1.4,2.0,1.68,2022-07-30
PAPA COLOR/VALLE/OTROS,2022,7,30,1.5,2.0,1.7,2022-07-30
PAPA NEGRA ANDINA,2022,7,30,1.8,2.1,1.95,2022-07-30
PAPA YUNGAY,2022,7,30,1.4,1.9,1.63,2022-07-30
PAPA UNICA,2022,7,30,1.5,1.8,1.65,2022-07-30
PAPA CANCHAN,2022,7,30,1.4,2.0,1.68,2022-07-30
PAPA BLANCA/VALLE/OTROS,2022,7,31,1.4,2.0,1.68,2022-07-31
PAPA COLOR/VALLE/OTROS,2022,7,31,1.5,2.0,1.7,2022-07-31
PAPA NEGRA ANDINA,2022,7,31,1.8,2.1,1.95,2022-07-31
PAPA YUNGAY,2022,7,31,1.4,1.9,1.63,2022-07-31
PAPA UNICA,2022,7,31,1.5,1.8,1.65,2022-07-31
PAPA CANCHAN,2022,7,31,1.4,2.0,1.68,2022-07-31
PAPA BLANCA/VALLE/OTROS,2022,8,1,1.2,1.6,1.43,2022-08-01
PAPA COLOR/VALLE/OTROS,2022,8,1,1.2,1.8,1.55,2022-08-01
PAPA NEGRA ANDINA,2022,8,1,1.8,2.1,1.95,2022-08-01
PAPA YUNGAY,2022,8,1,1.2,1.6,1.43,2022-08-01
PAPA UNICA,2022,8,1,1.4,1.8,1.63,2022-08-01
PAPA CANCHAN,2022,8,1,1.2,1.8,1.5,2022-08-01
PAPA BLANCA/VALLE/OTROS,2022,8,2,1.2,1.5,1.34,2022-08-02
PAPA COLOR/VALLE/OTROS,2022,8,2,1.3,1.8,1.54,2022-08-02
PAPA NEGRA ANDINA,2022,8,2,1.5,1.8,1.65,2022-08-02
PAPA YUNGAY,2022,8,2,1.2,1.5,1.34,2022-08-02
PAPA UNICA,2022,8,2,1.45,1.6,1.53,2022-08-02
PAPA CANCHAN,2022,8,2,1.3,1.8,1.58,2022-08-02
PAPA BLANCA/VALLE/OTROS,2022,8,3,1.2,1.5,1.34,2022-08-03
PAPA COLOR/VALLE/OTROS,2022,8,3,1.3,1.8,1.54,2022-08-03
PAPA NEGRA ANDINA,2022,8,3,1.5,1.8,1.65,2022-08-03
PAPA YUNGAY,2022,8,3,1.2,1.5,1.34,2022-08-03
PAPA UNICA,2022,8,3,1.45,1.6,1.53,2022-08-03
PAPA CANCHAN,2022,8,3,1.3,1.8,1.58,2022-08-03
PAPA BLANCA/VALLE/OTROS,2022,8,4,1.2,1.6,1.43,2022-08-04
PAPA COLOR/VALLE/OTROS,2022,8,4,1.3,1.75,1.51,2022-08-04
PAPA NEGRA ANDINA,2022,8,4,1.5,1.8,1.65,2022-08-04
PAPA YUNGAY,2022,8,4,1.2,1.6,1.43,2022-08-04
PAPA UNICA,2022,8,4,1.4,1.6,1.51,2022-08-04
PAPA CANCHAN,2022,8,4,1.3,1.75,1.54,2022-08-04
PAPA BLANCA/VALLE/OTROS,2022,8,5,1.2,1.6,1.43,2022-08-05
PAPA COLOR/VALLE/OTROS,2022,8,5,1.3,1.7,1.5,2022-08-05
PAPA NEGRA ANDINA,2022,8,5,1.5,1.8,1.65,2022-08-05
PAPA YUNGAY,2022,8,5,1.2,1.6,1.43,2022-08-05
PAPA UNICA,2022,8,5,1.4,1.6,1.51,2022-08-05
PAPA CANCHAN,2022,8,5,1.3,1.7,1.53,2022-08-05
PAPA BLANCA/VALLE/OTROS,2022,8,6,1.2,1.6,1.43,2022-08-06
PAPA COLOR/VALLE/OTROS,2022,8,6,1.3,1.7,1.5,2022-08-06
PAPA NEGRA ANDINA,2022,8,6,1.5,1.8,1.65,2022-08-06
PAPA YUNGAY,2022,8,6,1.2,1.6,1.43,2022-08-06
PAPA UNICA,2022,8,6,1.4,1.6,1.51,2022-08-06
PAPA CANCHAN,2022,8,6,1.3,1.7,1.53,2022-08-06
PAPA BLANCA/VALLE/OTROS,2022,8,7,1.2,1.6,1.43,2022-08-07
PAPA COLOR/VALLE/OTROS,2022,8,7,1.3,1.7,1.5,2022-08-07
PAPA NEGRA ANDINA,2022,8,7,1.5,1.8,1.65,2022-08-07
PAPA YUNGAY,2022,8,7,1.2,1.6,1.43,2022-08-07
PAPA UNICA,2022,8,7,1.4,1.6,1.51,2022-08-07
PAPA CANCHAN,2022,8,7,1.3,1.7,1.53,2022-08-07
PAPA BLANCA/VALLE/OTROS,2022,8,8,1.2,1.6,1.43,2022-08-08
PAPA COLOR/VALLE/OTROS,2022,8,8,1.3,1.7,1.5,2022-08-08
PAPA NEGRA ANDINA,2022,8,8,1.5,1.8,1.65,2022-08-08
PAPA YUNGAY,2022,8,8,1.2,1.6,1.43,2022-08-08
PAPA UNICA,2022,8,8,1.4,1.6,1.51,2022-08-08
PAPA CANCHAN,2022,8,8,1.3,1.7,1.53,2022-08-08
PAPA BLANCA/VALLE/OTROS,2022,8,9,1.2,1.6,1.43,2022-08-09
PAPA COLOR/VALLE/OTROS,2022,8,9,1.25,1.7,1.44,2022-08-09
PAPA NEGRA ANDINA,2022,8,9,1.5,1.7,1.59,2022-08-09
PAPA YUNGAY,2022,8,9,1.2,1.6,1.43,2022-08-09
PAPA UNICA,2022,8,9,1.25,1.4,1.33,2022-08-09
PAPA CANCHAN,2022,8,9,1.4,1.7,1.55,2022-08-09
PAPA BLANCA/VALLE/OTROS,2022,8,10,1.2,1.6,1.43,2022-08-10
PAPA COLOR/VALLE/OTROS,2022,8,10,1.25,1.7,1.44,2022-08-10
PAPA NEGRA ANDINA,2022,8,10,1.5,1.7,1.59,2022-08-10
PAPA YUNGAY,2022,8,10,1.2,1.6,1.43,2022-08-10
PAPA UNICA,2022,8,10,1.25,1.4,1.33,2022-08-10
PAPA CANCHAN,2022,8,10,1.4,1.7,1.55,2022-08-10
PAPA BLANCA/VALLE/OTROS,2022,8,11,1.2,1.7,1.43,2022-08-11
PAPA COLOR/VALLE/OTROS,2022,8,11,1.25,1.75,1.43,2022-08-11
PAPA NEGRA ANDINA,2022,8,11,1.5,1.7,1.59,2022-08-11
PAPA YUNGAY,2022,8,11,1.2,1.7,1.43,2022-08-11
PAPA UNICA,2022,8,11,1.25,1.4,1.33,2022-08-11
PAPA CANCHAN,2022,8,11,1.3,1.75,1.54,2022-08-11
PAPA BLANCA/VALLE/OTROS,2022,8,12,1.2,1.7,1.43,2022-08-12
PAPA COLOR/VALLE/OTROS,2022,8,12,1.25,1.75,1.43,2022-08-12
PAPA NEGRA ANDINA,2022,8,12,1.5,1.7,1.59,2022-08-12
PAPA YUNGAY,2022,8,12,1.2,1.7,1.43,2022-08-12
PAPA UNICA,2022,8,12,1.25,1.4,1.33,2022-08-12
PAPA CANCHAN,2022,8,12,1.3,1.75,1.54,2022-08-12
PAPA BLANCA/VALLE/OTROS,2022,8,13,1.2,1.6,1.38,2022-08-13
PAPA COLOR/VALLE/OTROS,2022,8,13,1.25,1.8,1.45,2022-08-13
PAPA NEGRA ANDINA,2022,8,13,1.6,1.7,1.66,2022-08-13
PAPA YUNGAY,2022,8,13,1.2,1.6,1.38,2022-08-13
PAPA UNICA,2022,8,13,1.25,1.4,1.33,2022-08-13
PAPA CANCHAN,2022,8,13,1.35,1.8,1.56,2022-08-13
PAPA BLANCA/VALLE/OTROS,2022,8,14,1.2,1.6,1.38,2022-08-14
PAPA COLOR/VALLE/OTROS,2022,8,14,1.25,1.8,1.45,2022-08-14
PAPA NEGRA ANDINA,2022,8,14,1.6,1.7,1.66,2022-08-14
PAPA YUNGAY,2022,8,14,1.2,1.6,1.38,2022-08-14
PAPA UNICA,2022,8,14,1.25,1.4,1.33,2022-08-14
PAPA CANCHAN,2022,8,14,1.35,1.8,1.56,2022-08-14
PAPA BLANCA/VALLE/OTROS,2022,8,15,1.2,1.6,1.38,2022-08-15
PAPA COLOR/VALLE/OTROS,2022,8,15,1.25,1.8,1.45,2022-08-15
PAPA NEGRA ANDINA,2022,8,15,1.6,1.7,1.66,2022-08-15
PAPA YUNGAY,2022,8,15,1.2,1.6,1.38,2022-08-15
PAPA UNICA,2022,8,15,1.25,1.4,1.33,2022-08-15
PAPA CANCHAN,2022,8,15,1.35,1.8,1.56,2022-08-15
PAPA BLANCA/VALLE/OTROS,2022,8,16,1.2,1.6,1.38,2022-08-16
PAPA COLOR/VALLE/OTROS,2022,8,16,1.2,1.8,1.44,2022-08-16
PAPA NEGRA ANDINA,2022,8,16,1.3,1.6,1.45,2022-08-16
PAPA YUNGAY,2022,8,16,1.2,1.6,1.38,2022-08-16
PAPA UNICA,2022,8,16,1.2,1.35,1.28,2022-08-16
PAPA CANCHAN,2022,8,16,1.4,1.8,1.58,2022-08-16
PAPA BLANCA/VALLE/OTROS,2022,8,17,1.2,1.6,1.38,2022-08-17
PAPA COLOR/VALLE/OTROS,2022,8,17,1.2,1.8,1.44,2022-08-17
PAPA NEGRA ANDINA,2022,8,17,1.3,1.6,1.45,2022-08-17
PAPA YUNGAY,2022,8,17,1.2,1.6,1.38,2022-08-17
PAPA UNICA,2022,8,17,1.2,1.35,1.28,2022-08-17
PAPA CANCHAN,2022,8,17,1.4,1.8,1.58,2022-08-17
PAPA BLANCA/VALLE/OTROS,2022,8,18,1.3,1.6,1.45,2022-08-18
PAPA COLOR/VALLE/OTROS,2022,8,18,1.2,1.8,1.44,2022-08-18
PAPA NEGRA ANDINA,2022,8,18,1.4,1.85,1.65,2022-08-18
PAPA YUNGAY,2022,8,18,1.3,1.6,1.45,2022-08-18
PAPA UNICA,2022,8,18,1.2,1.35,1.28,2022-08-18
PAPA CANCHAN,2022,8,18,1.4,1.8,1.58,2022-08-18
PAPA BLANCA/VALLE/OTROS,2022,8,19,1.3,1.6,1.45,2022-08-19
PAPA COLOR/VALLE/OTROS,2022,8,19,1.2,1.8,1.44,2022-08-19
PAPA NEGRA ANDINA,2022,8,19,1.4,1.85,1.65,2022-08-19
PAPA YUNGAY,2022,8,19,1.3,1.6,1.45,2022-08-19
PAPA UNICA,2022,8,19,1.2,1.35,1.28,2022-08-19
PAPA CANCHAN,2022,8,19,1.4,1.8,1.58,2022-08-19
PAPA BLANCA/VALLE/OTROS,2022,8,20,1.3,1.6,1.45,2022-08-20
PAPA COLOR/VALLE/OTROS,2022,8,20,1.2,1.8,1.44,2022-08-20
PAPA NEGRA ANDINA,2022,8,20,1.4,1.85,1.65,2022-08-20
PAPA YUNGAY,2022,8,20,1.3,1.6,1.45,2022-08-20
PAPA UNICA,2022,8,20,1.2,1.35,1.28,2022-08-20
PAPA CANCHAN,2022,8,20,1.4,1.8,1.58,2022-08-20
PAPA BLANCA/VALLE/OTROS,2022,8,21,1.3,1.6,1.45,2022-08-21
PAPA COLOR/VALLE/OTROS,2022,8,21,1.2,1.8,1.44,2022-08-21
PAPA NEGRA ANDINA,2022,8,21,1.4,1.85,1.65,2022-08-21
PAPA YUNGAY,2022,8,21,1.3,1.6,1.45,2022-08-21
PAPA UNICA,2022,8,21,1.2,1.35,1.28,2022-08-21
PAPA CANCHAN,2022,8,21,1.4,1.8,1.58,2022-08-21
PAPA BLANCA/VALLE/OTROS,2022,8,22,1.3,1.6,1.45,2022-08-22
PAPA COLOR/VALLE/OTROS,2022,8,22,1.2,1.8,1.44,2022-08-22
PAPA NEGRA ANDINA,2022,8,22,1.4,1.85,1.65,2022-08-22
PAPA YUNGAY,2022,8,22,1.3,1.6,1.45,2022-08-22
