producto,date,precio_mean
PAPA PERUANITA (INJERTO),2015-11,2.4949999999999997
PAPA PERUANITA (INJERTO),2015-12,2.1348387096774197
PAPA PERUANITA (INJERTO),2016-01,1.7951612903225806
PAPA PERUANITA (INJERTO),2016-02,1.6089285714285713
PAPA PERUANITA (INJERTO),2016-03,1.4658064516129032
PAPA PERUANITA (INJERTO),2016-04,1.2296666666666667
PAPA PERUANITA (INJERTO),2016-05,1.133225806451613
PAPA PERUANITA (INJERTO),2016-06,1.3446666666666665
PAPA PERUANITA (INJERTO),2016-07,1.8061290322580645
PAPA PERUANITA (INJERTO),2016-08,2.1306451612903223
PAPA PERUANITA (INJERTO),2016-09,2.897
PAPA PERUANITA (INJERTO),2016-10,2.8925806451612903
PAPA PERUANITA (INJERTO),2016-11,2.4466666666666668
PAPA PERUANITA (INJERTO),2016-12,2.1461290322580644
PAPA PERUANITA (INJERTO),2017-01,1.6829032258064516
PAPA PERUANITA (INJERTO),2017-02,1.5878571428571429
PAPA PERUANITA (INJERTO),2017-03,1.8506451612903225
PAPA PERUANITA (INJERTO),2017-04,1.387
PAPA PERUANITA (INJERTO),2017-05,1.1735483870967742
PAPA PERUANITA (INJERTO),2017-06,1.0773333333333333
PAPA PERUANITA (INJERTO),2017-07,1.146774193548387
PAPA PERUANITA (INJERTO),2017-08,1.030967741935484
PAPA PERUANITA (INJERTO),2017-09,0.9816666666666667
PAPA PERUANITA (INJERTO),2017-10,0.9945161290322582
PAPA PERUANITA (INJERTO),2017-11,1.0130000000000001
PAPA PERUANITA (INJERTO),2017-12,1.1541935483870969
PAPA PERUANITA (INJERTO),2018-01,1.5710000000000002
PAPA PERUANITA (INJERTO),2018-02,1.3900000000000001
PAPA PERUANITA (INJERTO),2018-03,1.1196774193548387
PAPA PERUANITA (INJERTO),2018-04,0.9836666666666667
PAPA PERUANITA (INJERTO),2018-05,0.913225806451613
PAPA PERUANITA (INJERTO),2018-06,1.0610000000000002
PAPA PERUANITA (INJERTO),2018-07,1.1493548387096775
PAPA PERUANITA (INJERTO),2018-08,1.2654838709677418
PAPA PERUANITA (INJERTO),2018-09,1.517
PAPA PERUANITA (INJERTO),2018-10,2.2738709677419355
PAPA PERUANITA (INJERTO),2018-11,2.098666666666667
PAPA PERUANITA (INJERTO),2018-12,2.7016129032258065
PAPA PERUANITA (INJERTO),2019-01,2.419032258064516
PAPA PERUANITA (INJERTO),2019-02,1.7310714285714286
PAPA PERUANITA (INJERTO),2019-03,1.9445161290322581
PAPA PERUANITA (INJERTO),2019-04,1.8306666666666667
PAPA PERUANITA (INJERTO),2019-05,1.3967741935483873
PAPA PERUANITA (INJERTO),2019-06,1.344
PAPA PERUANITA (INJERTO),2019-07,1.474193548387097
PAPA PERUANITA (INJERTO),2019-08,1.410967741935484
PAPA PERUANITA (INJERTO),2019-09,2.085
PAPA PERUANITA (INJERTO),2019-10,2.1083870967741936
PAPA PERUANITA (INJERTO),2019-11,2.4856666666666665
PAPA PERUANITA (INJERTO),2019-12,2.3638709677419354
PAPA PERUANITA (INJERTO),2020-01,1.6051612903225805
PAPA PERUANITA (INJERTO),2020-02,1.0348275862068965
PAPA PERUANITA (INJERTO),2020-03,1.2896774193548386
PAPA PERUANITA (INJERTO),2020-04,1.1933333333333334
PAPA PERUANITA (INJERTO),2020-05,0.9111538461538461
PAPA PERUANITA (INJERTO),2020-06,0.9030769230769231
PAPA PERUANITA (INJERTO),2020-07,1.2738709677419355
PAPA PERUANITA (INJERTO),2020-08,1.6167857142857145
PAPA PERUANITA (INJERTO),2020-09,2.0039285714285713
PAPA PERUANITA (INJERTO),2020-10,1.810967741935484
PAPA PERUANITA (INJERTO),2020-11,1.7323333333333333
PAPA PERUANITA (INJERTO),2020-12,1.7280645161290322
PAPA PERUANITA (INJERTO),2021-01,1.9735483870967743
PAPA PERUANITA (INJERTO),2021-02,1.85
PAPA PERUANITA (INJERTO),2021-03,2.0170967741935484
PAPA PERUANITA (INJERTO),2021-04,1.6343333333333334
PAPA PERUANITA (INJERTO),2021-05,1.3406451612903227
PAPA PERUANITA (INJERTO),2021-06,1.2266666666666666
PAPA PERUANITA (INJERTO),2021-07,1.2619354838709678
PAPA PERUANITA (INJERTO),2021-08,1.1974193548387095
PAPA PERUANITA (INJERTO),2021-09,1.1456666666666666
PAPA PERUANITA (INJERTO),2021-10,1.0835483870967744
PAPA PERUANITA (INJERTO),2021-11,1.1723333333333332
PAPA PERUANITA (INJERTO),2021-12,1.403225806451613
PAPA PERUANITA (INJERTO),2022-01,1.5274193548387098
PAPA PERUANITA (INJERTO),2022-02,1.7496296296296294
PAPA PERUANITA (INJERTO),2022-03,1.471290322580645
PAPA PERUANITA (INJERTO),2022-04,1.7583333333333333
